"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.369761801E1,1.688513538E1,7.361960393E1,1.729454735E2,1.040999985E1,1.016015903E2,4.667683594E0,3.469476459E0
2.469760537E1,1.688512028E1,7.361969197E1,1.728053978E2,1.040999985E1,1.033594026E2,4.667683995E0,3.469475919E0
2.569759583E1,1.688510920E1,7.361979789E1,1.744432211E2,1.012807812E1,1.046969717E2,4.784095684E0,3.307108331E0
2.669758475E1,1.688507888E1,7.361987662E1,1.743837624E2,9.796403595E0,1.070870857E2,4.780173671E0,3.312774775E0
2.769757938E1,1.688505000E1,7.361995559E1,1.747157074E2,9.578810672E0,1.097259415E2,4.781059455E0,3.311496266E0
2.869757557E1,1.688501102E1,7.362004496E1,1.747037001E2,9.985267269E0,1.116982888E2,4.789495300E0,3.299283529E0
2.969757164E1,1.688496168E1,7.362012396E1,1.741944076E2,1.023147569E1,1.172977961E2,4.787760919E0,3.301799875E0
3.069756806E1,1.688490075E1,7.362021338E1,1.742796459E2,1.077797907E1,1.204028889E2,4.793595304E0,3.293323715E0
3.169756615E1,1.688483863E1,7.362030697E1,1.740757010E2,1.137921010E1,1.229330928E2,4.803590847E0,3.278727193E0
3.269756401E1,1.688477002E1,7.362038946E1,1.733644016E2,1.132497742E1,1.263093261E2,4.800131028E0,3.283790363E0
3.369756281E1,1.688469347E1,7.362046296E1,1.721787250E2,1.125973710E1,1.283579280E2,4.796781671E0,3.288680986E0
3.469756293E1,1.688462125E1,7.362054980E1,1.709577020E2,1.153092807E1,1.292352428E2,4.801506276E0,3.281779169E0
3.569756329E1,1.688454953E1,7.362062577E1,1.699232568E2,1.167055541E1,1.295954998E2,4.802162274E0,3.280819185E0
3.669756544E1,1.688447717E1,7.362071593E1,1.691516520E2,1.192427707E1,1.297874363E2,4.803139521E0,3.279388323E0
3.769756603E1,1.688440146E1,7.362080335E1,1.682760665E2,1.217338478E1,1.309602524E2,4.807577320E0,3.272879060E0
3.869756794E1,1.688432839E1,7.362087729E1,1.676119475E2,1.206638749E1,1.326044523E2,4.807952822E0,3.272327412E0
3.969757032E1,1.688425156E1,7.362095734E1,1.664542698E2,1.193059779E1,1.337502511E2,4.807339512E0,3.273228353E0
4.069757318E1,1.688418277E1,7.362102623E1,1.665572367E2,1.137725799E1,1.337246690E2,4.803796970E0,3.278425187E0
4.169757652E1,1.688411763E1,7.362109415E1,1.660124991E2,1.094336455E1,1.333437941E2,4.804111681E0,3.277964001E0
4.269758046E1,1.688405747E1,7.362115517E1,1.656972219E2,1.007198048E1,1.324449716E2,4.803897632E0,3.278277684E0
4.369758487E1,1.688401367E1,7.362124009E1,1.665410353E2,1.014255225E1,1.247755463E2,4.794685122E0,3.291736869E0
4.469758868E1,1.688397268E1,7.362132193E1,1.665034080E2,1.003353433E1,1.202103037E2,4.791050201E0,3.297025175E0
4.569759369E1,1.688394075E1,7.362139890E1,1.656249202E2,9.671399334E0,1.163858668E2,4.788294002E0,3.301026747E0
4.669759822E1,1.688390676E1,7.362147694E1,1.648898556E2,9.079463784E0,1.139860234E2,4.783925773E0,3.307354113E0
4.769760478E1,1.688387176E1,7.362153463E1,1.643249835E2,7.931784387E0,1.182344642E2,4.783512166E0,3.307952296E0
4.869761002E1,1.688383159E1,7.362157553E1,1.642855686E2,6.859761918E0,1.253106874E2,4.781518409E0,3.310833542E0
4.969761550E1,1.688380444E1,7.362158382E1,1.652263924E2,4.579136591E0,1.416989070E2,4.755935922E0,3.347478235E0
5.069762111E1,1.688372290E1,7.362159988E1,1.654804645E2,6.608520713E0,1.678616513E2,4.760148463E0,3.341485245E0
5.169762838E1,1.688364583E1,7.362159818E1,1.654585635E2,8.041494057E0,1.800809539E2,4.755956273E0,3.347449322E0
5.269763398E1,1.688357011E1,7.362155353E1,1.649022664E2,9.374831979E0,1.992257709E2,4.756498418E0,3.346678925E0
5.369764197E1,1.688351793E1,7.362151821E1,1.658126367E2,8.926806822E0,2.095046766E2,4.765848966E0,3.333349766E0
5.469764805E1,1.688347338E1,7.362148627E1,1.666470701E2,7.816580135E0,2.142815049E2,4.763629328E0,3.336521041E0
5.569765484E1,1.688341955E1,7.362144296E1,1.669867087E2,7.601216187E0,2.191345215E2,4.751726700E0,3.353450522E0
5.669766366E1,1.688336798E1,7.362139318E1,1.683937222E2,7.673746011E0,2.191345215E2,4.752175846E0,3.352814006E0
5.769766951E1,1.688330973E1,7.362134060E1,1.671016562E2,8.074853115E0,2.191345215E2,4.753010874E0,3.351630151E0
5.869767737E1,1.688324600E1,7.362128602E1,1.674375485E2,8.692755529E0,2.191245575E2,4.758826010E0,3.343368367E0
5.969768548E1,1.688317347E1,7.362123423E1,1.669070177E2,9.290029911E0,2.191245575E2,4.765239205E0,3.334221401E0
6.069769347E1,1.688310508E1,7.362118294E1,1.674426805E2,9.531148687E0,2.191245575E2,4.768528046E0,3.329516077E0
6.169770133E1,1.688302515E1,7.362113732E1,1.678152872E2,9.928182036E0,2.191245575E2,4.773942009E0,3.321748746E0
6.269770956E1,1.688295230E1,7.362107960E1,1.681861765E2,1.037278421E1,2.191245575E2,4.776393347E0,3.318222962E0
6.369771719E1,1.688289779E1,7.362102051E1,1.689357420E2,9.936764813E0,2.269112396E2,4.760018254E0,3.341670728E0
6.469772530E1,1.688284637E1,7.362095252E1,1.713666782E2,9.505445443E0,2.275286407E2,4.757137815E0,3.345769992E0
6.569773376E1,1.688279632E1,7.362088760E1,1.689434261E2,8.884413141E0,2.275286407E2,4.752523551E0,3.352321125E0
6.669774199E1,1.688274843E1,7.362082554E1,1.695299947E2,8.505987381E0,2.218665161E2,4.752200684E0,3.352778802E0
6.769775033E1,1.688269165E1,7.362077348E1,1.714397366E2,8.246490587E0,2.218665161E2,4.750995497E0,3.354486372E0
6.869775879E1,1.688263540E1,7.362073301E1,1.712989086E2,7.977194764E0,2.218665161E2,4.754814510E0,3.349070917E0
6.969776690E1,1.688258280E1,7.362070686E1,1.695665107E2,6.954077185E0,2.055037079E2,4.760464176E0,3.341035448E0
7.069777596E1,1.688252672E1,7.362068136E1,1.696770529E2,7.049647074E0,2.055037079E2,4.761169474E0,3.340030280E0
7.169778466E1,1.688247263E1,7.362065155E1,1.697068572E2,6.933152746E0,2.055037079E2,4.763188949E0,3.337149693E0
7.269779301E1,1.688241260E1,7.362062373E1,1.701713441E2,7.082317320E0,2.056972809E2,4.763674479E0,3.336456578E0
7.369780242E1,1.688234622E1,7.362059802E1,1.708459523E2,7.395057983E0,2.056972809E2,4.766674107E0,3.332169712E0
7.469781137E1,1.688228677E1,7.362056960E1,1.708824201E2,7.349016520E0,2.032481079E2,4.765846213E0,3.333353703E0
7.569782043E1,1.688222302E1,7.362054006E1,1.706382777E2,7.546519705E0,2.032481079E2,4.775440856E0,3.319593599E0
7.669782925E1,1.688215876E1,7.362050473E1,1.712113465E2,7.856935696E0,2.030584869E2,4.775350878E0,3.319723034E0
7.769784129E1,1.688208908E1,7.362046892E1,1.715214499E2,8.312378154E0,2.030584869E2,4.761098244E0,3.340131815E0
7.869784749E1,1.688201950E1,7.362043254E1,1.727627969E2,8.534157179E0,2.030584869E2,4.761504236E0,3.339553030E0
7.969785690E1,1.688195124E1,7.362039413E1,1.723666064E2,8.770849838E0,2.035330505E2,4.762646962E0,3.337923149E0
8.069786525E1,1.688188715E1,7.362036258E1,1.714318775E2,8.027075150E0,2.035330505E2,4.761978740E0,3.338876385E0
8.169787502E1,1.688184291E1,7.362034321E1,1.711776444E2,6.159964544E0,2.035330505E2,4.763392715E0,3.336858834E0
8.269788313E1,1.688181467E1,7.362033312E1,1.699192368E2,4.254888254E0,1.957336578E2,4.756680043E0,3.346420775E0
8.369789255E1,1.688179183E1,7.362032227E1,1.698040277E2,3.456550755E0,1.955692902E2,4.759317992E0,3.342667989E0
8.469790208E1,1.688175661E1,7.362030740E1,1.702244803E2,4.048089904E0,1.955692902E2,4.760514715E0,3.340963436E0
8.569791198E1,1.688170886E1,7.362029274E1,1.708343303E2,5.087409367E0,1.954167175E2,4.759826151E0,3.341944351E0
8.669792020E1,1.688165433E1,7.362027361E1,1.710249876E2,6.020521769E0,1.954167175E2,4.761685045E0,3.339295219E0
8.769793034E1,1.688158791E1,7.362025648E1,1.710285768E2,7.102611051E0,1.954167175E2,4.761431748E0,3.339656381E0
8.869793904E1,1.688150862E1,7.362023655E1,1.714035756E2,8.261659374E0,1.919596100E2,4.759081590E0,3.343004555E0
8.969794869E1,1.688142350E1,7.362022227E1,1.690447836E2,9.089847215E0,1.920155182E2,4.757238606E0,3.345626680E0
9.069795859E1,1.688132686E1,7.362021059E1,1.681169701E2,1.006195114E1,1.883474579E2,4.746705219E0,3.360554508E0
9.169796753E1,1.688121740E1,7.362019936E1,1.682746411E2,1.113715980E1,1.883474579E2,4.746598893E0,3.360704685E0
9.269798100E1,1.688111928E1,7.362018741E1,1.673379432E2,1.105624204E1,1.820827637E2,4.754946586E0,3.348883395E0
9.369798577E1,1.688103009E1,7.362017471E1,1.685273288E2,1.035171090E1,1.811302032E2,4.763162491E0,3.337187457E0
9.469799602E1,1.688094465E1,7.362018559E1,1.679436507E2,9.924507147E0,1.712008820E2,4.767831403E0,3.330513586E0
9.569800448E1,1.688086109E1,7.362020005E1,1.678052504E2,9.549314711E0,1.712009430E2,4.772557205E0,3.323738070E0
9.669801414E1,1.688078008E1,7.362021288E1,1.690773344E2,9.197888807E0,1.714173431E2,4.769899994E0,3.327550313E0
9.769802380E1,1.688071865E1,7.362024311E1,1.684247530E2,8.515790998E0,1.590616913E2,4.765619506E0,3.333677813E0
9.869803309E1,1.688064598E1,7.362025895E1,1.680986234E2,8.232484575E0,1.584870453E2,4.772244066E0,3.324187661E0
9.969804227E1,1.688058125E1,7.362029670E1,1.680422642E2,8.105196433E0,1.546006317E2,4.778811370E0,3.314739646E0
1.006980517E2,1.688051426E1,7.362032859E1,1.670618518E2,8.112126376E0,1.546006317E2,4.775912995E0,3.318914295E0
1.016980621E2,1.688044268E1,7.362036778E1,1.679781273E2,8.341514521E0,1.673963470E2,4.784632388E0,3.306331796E0
1.026980709E2,1.688037729E1,7.362037223E1,1.682112408E2,7.602580403E0,1.673963470E2,4.773556417E0,3.322302841E0
1.036980804E2,1.688033129E1,7.362038797E1,1.675207001E2,6.070463310E0,1.673963470E2,4.775899969E0,3.318933039E0
1.046980941E2,1.688030401E1,7.362039566E1,1.672013566E2,4.188723042E0,1.673963470E2,4.769083218E0,3.328720819E0
1.056980997E2,1.688029307E1,7.362039670E1,1.663814956E2,2.337512835E0,1.673963470E2,4.770419502E0,3.326805496E0
1.066981087E2,1.688027391E1,7.362040303E1,1.662235628E2,2.492452267E0,1.673963470E2,4.775425587E0,3.319615564E0
1.076981189E2,1.688024652E1,7.362041909E1,1.668770572E2,3.287599017E0,1.665961151E2,4.780295709E0,3.312598673E0
1.086981287E2,1.688020533E1,7.362042713E1,1.671324728E2,4.287681521E0,1.665961151E2,4.787326692E0,3.302429435E0
1.096981379E2,1.688015467E1,7.362043820E1,1.670941617E2,5.006325084E0,1.704121399E2,4.796327902E0,3.289342744E0
1.106981471E2,1.688011447E1,7.362043687E1,1.664383308E2,4.556056520E0,1.704121399E2,4.785619966E0,3.304902204E0
1.116981575E2,1.688008694E1,7.362043647E1,1.655981405E2,3.434689490E0,1.704121399E2,4.781612680E0,3.310697390E0
1.126981670E2,1.688007950E1,7.362044163E1,1.648538783E2,2.042942297E0,1.704121399E2,4.777635995E0,3.316433526E0
1.136981769E2,1.688005348E1,7.362043890E1,1.644616379E2,2.415935500E0,1.704121399E2,4.779859996E0,3.313227346E0
1.146981859E2,1.688001208E1,7.362044642E1,1.648443253E2,3.923551135E0,1.706503448E2,4.776852083E0,3.317562541E0
1.156981951E2,1.687995391E1,7.362046546E1,1.643131415E2,5.464453848E0,1.706503448E2,4.764905746E0,3.334697927E0
1.166982071E2,1.687988667E1,7.362047971E1,1.639116751E2,6.551677042E0,1.706503448E2,4.757992203E0,3.344554863E0
1.176982137E2,1.687981249E1,7.362049577E1,1.635632040E2,7.719605244E0,1.706503448E2,4.754165763E0,3.349991780E0
1.186982238E2,1.687972676E1,7.362051331E1,1.628736208E2,8.882631948E0,1.703220673E2,4.749370377E0,3.356786865E0
1.196982341E2,1.687963572E1,7.362053217E1,1.621896017E2,9.784994256E0,1.703220673E2,4.754321007E0,3.349771454E0
1.206982427E2,1.687953975E1,7.362055734E1,1.613749714E2,1.057239303E1,1.686623077E2,4.759009660E0,3.343106951E0
1.216982557E2,1.687943711E1,7.362057645E1,1.592334278E2,1.116218390E1,1.686623077E2,4.759077939E0,3.343009753E0
1.226982617E2,1.687933657E1,7.362059856E1,1.577871189E2,1.134992165E1,1.686623077E2,4.760619041E0,3.340814778E0
1.236982722E2,1.687923702E1,7.362062049E1,1.562663904E2,1.126728430E1,1.686623077E2,4.760587821E0,3.340859266E0
1.246977752E2,1.687914796E1,7.362063805E1,1.548157986E2,1.043697718E1,1.681611938E2,4.763348672E0,3.336921704E0
1.256977702E2,1.687907025E1,7.362065092E1,1.535488373E2,9.087437160E0,1.681611938E2,4.763612649E0,3.336544854E0
1.266977686E2,1.687900644E1,7.362065973E1,1.528477857E2,7.670556772E0,1.729406586E2,4.763808290E0,3.336265518E0
1.276977512E2,1.687894836E1,7.362066186E1,1.532596012E2,7.117728513E0,1.729406586E2,4.767846748E0,3.330491619E0
1.286977360E2,1.687888822E1,7.362064883E1,1.533115918E2,7.094306424E0,1.800000000E2,4.761771502E0,3.339171932E0
1.296977242E2,1.687882078E1,7.362062291E1,1.528064338E2,7.668364065E0,2.033263550E2,4.763993496E0,3.336001050E0
1.306977043E2,1.687875320E1,7.362059058E1,1.523932236E2,8.175070754E0,2.102772827E2,4.761946929E0,3.338921754E0
1.316976821E2,1.687867719E1,7.362055730E1,1.527901142E2,8.643809374E0,2.000970612E2,4.761699962E0,3.339273949E0
1.326976644E2,1.687860393E1,7.362052710E1,1.541456163E2,8.542683035E0,1.989324951E2,4.759738162E0,3.342069668E0
1.336976339E2,1.687853914E1,7.362049912E1,1.567580112E2,7.947503763E0,1.989324951E2,4.758764273E0,3.343456239E0
1.346976131E2,1.687847036E1,7.362048851E1,1.587207667E2,7.533797265E0,1.825491486E2,4.754883023E0,3.348973644E0
1.356975946E2,1.687839908E1,7.362048313E1,1.596793406E2,7.437767504E0,1.800000000E2,4.756455867E0,3.346739401E0
1.366975623E2,1.687833764E1,7.362048327E1,1.585035943E2,6.971423089E0,1.800000000E2,4.757925071E0,3.344650363E0
1.376975436E2,1.687828214E1,7.362048350E1,1.589410652E2,6.539223347E0,1.858096619E2,4.761384631E0,3.339723556E0
1.386975287E2,1.687822871E1,7.362048158E1,1.604889977E2,6.244892115E0,1.858096619E2,4.761652877E0,3.339341089E0
1.396975131E2,1.687818208E1,7.362048897E1,1.615243023E2,5.485452730E0,1.858096619E2,4.763699637E0,3.336420657E0
1.406974986E2,1.687814598E1,7.362048980E1,1.622637708E2,4.646219530E0,1.858096619E2,4.762904821E0,3.337555198E0
1.416974858E2,1.687810609E1,7.362048853E1,1.625717338E2,4.616229580E0,1.911603241E2,4.758107071E0,3.344391444E0
1.426974734E2,1.687806046E1,7.362047993E1,1.631242130E2,4.911131035E0,1.911603241E2,4.759454934E0,3.342473002E0
1.436974626E2,1.687801261E1,7.362045911E1,1.636761292E2,5.311709318E0,1.949863586E2,4.759891523E0,3.341851242E0
1.446974525E2,1.687796800E1,7.362045797E1,1.639998166E2,5.181321289E0,1.949863586E2,4.758137113E0,3.344348702E0
1.456974446E2,1.687792003E1,7.362044668E1,1.645005269E2,5.402746792E0,1.949863586E2,4.758020687E0,3.344514341E0
1.466974373E2,1.687787153E1,7.362043465E1,1.648277646E2,5.476066153E0,1.949863586E2,4.750681463E0,3.354931098E0
1.476974316E2,1.687782355E1,7.362041975E1,1.652990087E2,5.622105880E0,1.949863586E2,4.749391908E0,3.356756402E0
1.486974252E2,1.687777073E1,7.362039855E1,1.655919861E2,5.948636931E0,2.019226990E2,4.750713244E0,3.354886094E0
1.496974202E2,1.687772068E1,7.362037437E1,1.662224495E2,6.152979874E0,2.017355652E2,4.751876793E0,3.353237834E0
1.506974165E2,1.687766564E1,7.362035396E1,1.670899296E2,6.323424280E0,2.018454132E2,4.752358265E0,3.352555436E0
1.516974136E2,1.687761261E1,7.362033181E1,1.669046036E2,6.436047721E0,2.018454132E2,4.753392614E0,3.351088732E0
1.526974133E2,1.687756357E1,7.362031097E1,1.670854135E2,6.270256572E0,2.018454132E2,4.755667383E0,3.347859730E0
1.536974089E2,1.687750825E1,7.362028729E1,1.668441526E2,6.373851154E0,2.018454132E2,4.757436214E0,3.345345678E0
1.546974076E2,1.687745464E1,7.362026358E1,1.665358345E2,6.386049379E0,2.014902649E2,4.760795353E0,3.340563522E0
1.556974062E2,1.687739685E1,7.362023902E1,1.665392846E2,6.691365814E0,2.014902649E2,4.761682389E0,3.339299007E0
1.566974057E2,1.687734107E1,7.362021000E1,1.668668501E2,6.880902912E0,2.014902649E2,4.759836710E0,3.341929312E0
1.576974064E2,1.687728191E1,7.362018176E1,1.669692670E2,7.101715869E0,1.978561554E2,4.759775023E0,3.342017170E0
1.586974109E2,1.687722594E1,7.362015296E1,1.671578566E2,7.012548525E0,1.978561554E2,4.756227917E0,3.347063345E0
1.596974074E2,1.687717447E1,7.362012408E1,1.676425535E2,6.141536763E0,1.978561554E2,4.752266512E0,3.352685496E0
1.606974086E2,1.687714080E1,7.362012780E1,1.678289219E2,4.441881003E0,1.978561554E2,4.743248851E0,3.365431230E0
1.616974115E2,1.687712902E1,7.362011993E1,1.668740866E2,2.752722497E0,1.978561554E2,4.742449654E0,3.366557338E0
1.626974127E2,1.687711766E1,7.362011679E1,1.664692396E2,2.060018129E0,1.978561554E2,4.743290868E0,3.365372012E0
1.636974159E2,1.687709775E1,7.362010994E1,1.666915305E2,2.428422756E0,1.978561554E2,4.748854045E0,3.357517281E0
1.646974181E2,1.687706719E1,7.362010211E1,1.671480598E2,3.042360462E0,1.978561554E2,4.753321316E0,3.351189863E0
1.656974220E2,1.687703589E1,7.362009976E1,1.671599845E2,3.432053704E0,1.978561554E2,4.753225498E0,3.351325767E0
1.666974245E2,1.687699936E1,7.362009878E1,1.675602868E2,3.856676553E0,1.825048370E2,4.764712924E0,3.334973431E0
1.676974291E2,1.687694690E1,7.362011352E1,1.670437706E2,4.860382101E0,1.691508331E2,4.772149839E0,3.324322931E0
1.686974323E2,1.687690365E1,7.362014371E1,1.670455205E2,5.175462925E0,1.691508331E2,4.771561779E0,3.325166947E0
1.696974369E2,1.687690186E1,7.362020179E1,1.669403265E2,4.860654656E0,1.267011414E2,4.771862730E0,3.324735044E0
1.706974403E2,1.687689558E1,7.362025435E1,1.669686953E2,5.446823976E0,1.137565384E2,4.767431116E0,3.331086548E0
1.716974463E2,1.687687462E1,7.362030382E1,1.676164373E2,5.594935648E0,1.137565384E2,4.762694258E0,3.337855665E0
1.726974508E2,1.687685118E1,7.362035569E1,1.677421809E2,5.833353423E0,1.169976120E2,4.761040615E0,3.340213959E0
1.736974548E2,1.687682814E1,7.362040265E1,1.682966504E2,5.532601040E0,1.169976120E2,4.762033601E0,3.338798140E0
1.746974601E2,1.687681153E1,7.362043651E1,1.681760357E2,4.353001240E0,1.169976120E2,4.785081904E0,3.305681201E0
1.756974657E2,1.687679988E1,7.362046026E1,1.677742542E2,3.415357615E0,1.169976120E2,4.836072676E0,3.230625034E0
1.766974708E2,1.687680166E1,7.362045664E1,1.677897230E2,2.522817643E0,1.169976120E2,4.848348309E0,3.212173050E0
1.776974761E2,1.687679353E1,7.362047320E1,1.678505488E2,2.673085915E0,1.169976120E2,4.799881178E0,3.284155555E0
1.786974813E2,1.687677147E1,7.362051818E1,1.681977989E2,3.671484068E0,1.169976120E2,4.778149205E0,3.315694076E0
1.796974866E2,1.687674606E1,7.362055191E1,1.685858951E2,4.100840773E0,1.238447189E2,4.762846266E0,3.337638758E0
1.806974932E2,1.687672084E1,7.362059096E1,1.688007631E2,4.941470424E0,1.238447189E2,4.759141487E0,3.342919285E0
1.816974999E2,1.687668461E1,7.362063821E1,1.690789407E2,5.857301222E0,1.309075317E2,4.759762665E0,3.342034770E0
1.826975050E2,1.687664531E1,7.362068532E1,1.693864997E2,6.443070738E0,1.309075317E2,4.764203416E0,3.335701252E0
1.836975110E2,1.687658677E1,7.362071541E1,1.691075381E2,6.483458908E0,1.467684937E2,4.757525296E0,3.345218989E0
1.846975174E2,1.687652367E1,7.362075857E1,1.690522012E2,7.556070998E0,1.464604950E2,4.763586848E0,3.336581690E0
1.856975240E2,1.687646533E1,7.362079873E1,1.691946784E2,8.004472324E0,1.464604950E2,4.758267475E0,3.344163223E0
1.866975297E2,1.687639940E1,7.362084162E1,1.691942534E2,8.588826436E0,1.487521973E2,4.755782291E0,3.347696497E0
1.876975363E2,1.687632895E1,7.362088601E1,1.689810405E2,9.256036305E0,1.487521973E2,4.748672222E0,3.357774435E0
1.886975427E2,1.687626385E1,7.362092962E1,1.694361421E2,9.139160560E0,1.403803711E2,4.747372674E0,3.359611543E0
1.896975496E2,1.687618841E1,7.362097504E1,1.690398061E2,9.495272142E0,1.403803711E2,4.751863125E0,3.353257204E0
1.906975563E2,1.687612999E1,7.362105092E1,1.692419466E2,1.007396975E1,1.244132462E2,4.753278225E0,3.351250983E0
1.916975629E2,1.687608546E1,7.362114272E1,1.690691587E2,1.052323137E1,1.244132462E2,4.755925446E0,3.347493119E0
1.926975694E2,1.687601690E1,7.362121660E1,1.688541809E2,1.085999188E1,1.244132462E2,4.750175763E0,3.355647069E0
1.936975760E2,1.687596989E1,7.362131090E1,1.687790534E2,1.125928373E1,1.167501297E2,4.750743372E0,3.354843432E0
1.946975828E2,1.687593811E1,7.362142024E1,1.687160769E2,1.160111211E1,1.167501297E2,4.747415835E0,3.359550553E0
1.956975904E2,1.687588929E1,7.362151660E1,1.686415774E2,1.184921865E1,1.169085999E2,4.751181032E0,3.354223581E0
1.966975973E2,1.687584779E1,7.362162168E1,1.682220066E2,1.210685202E1,1.099731598E2,4.755042540E0,3.348747150E0
1.976976041E2,1.687580430E1,7.362171394E1,1.685995091E2,1.204293271E1,1.099731598E2,4.760226177E0,3.341374533E0
1.986976116E2,1.687576660E1,7.362181661E1,1.690920180E2,1.180973419E1,1.098705826E2,4.766478428E0,3.332449614E0
1.996976178E2,1.687573185E1,7.362191560E1,1.691207096E2,1.135017629E1,1.098705826E2,4.773322326E0,3.322639163E0
2.006976247E2,1.687570734E1,7.362200893E1,1.693049816E2,1.065124795E1,1.070997543E2,4.767465103E0,3.331037905E0
2.016976315E2,1.687567948E1,7.362210394E1,1.694057363E2,1.056231049E1,1.076818771E2,4.757220811E0,3.345651982E0
2.026976391E2,1.687565719E1,7.362219092E1,1.694766794E2,1.042803135E1,1.076818771E2,4.753456246E0,3.350998471E0
2.036976463E2,1.687565428E1,7.362228707E1,1.696639925E2,1.047822107E1,9.579103851E1,4.750513146E0,3.355169427E0
2.046976526E2,1.687564466E1,7.362238564E1,1.698372873E2,1.056999284E1,9.579103851E1,4.748171649E0,3.358482250E0
2.056976604E2,1.687563447E1,7.362248777E1,1.700367828E2,1.070641322E1,9.594438171E1,4.744086070E0,3.364250941E0
2.066976668E2,1.687562472E1,7.362258755E1,1.697502420E2,1.081239929E1,9.559043121E1,4.741144858E0,3.368394643E0
2.076976746E2,1.687561496E1,7.362269116E1,1.696528029E2,1.101155854E1,9.559043121E1,4.740681258E0,3.369047082E0
2.086976815E2,1.687560652E1,7.362279728E1,1.694321097E2,1.126363857E1,9.433283997E1,4.741481277E0,3.367921069E0
2.096976900E2,1.687559855E1,7.362290653E1,1.695888801E2,1.135401263E1,9.433283997E1,4.742828898E0,3.366023035E0
2.106976963E2,1.687559109E1,7.362300884E1,1.694566178E2,1.110775974E1,9.433283997E1,4.742543588E0,3.366425010E0
2.116977034E2,1.687558405E1,7.362310706E1,1.697899680E2,1.097162286E1,9.411929321E1,4.742593568E0,3.366354599E0
2.126977112E2,1.687557770E1,7.362320265E1,1.700382010E2,1.053429308E1,9.366889191E1,4.741560481E0,3.367809561E0
2.136977179E2,1.687556517E1,7.362330163E1,1.706168622E2,1.043100892E1,1.009154587E2,4.740613510E0,3.369142410E0
2.146977252E2,1.687554663E1,7.362339463E1,1.708823271E2,1.030329676E1,1.022653732E2,4.741558981E0,3.367811673E0
2.156977328E2,1.687551667E1,7.362348643E1,1.712393354E2,1.017442407E1,1.081284332E2,4.743545650E0,3.365012883E0
