"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.259562061E1,-9.302098304E-2,8.737690926E0,5.533402413E-2
1.262895394E1,6.421737671E-1,8.349754333E0,3.954139352E-1
1.266228728E1,1.983649969E0,1.015095139E1,-1.142273664E0
1.269562061E1,1.079761237E-1,8.924630165E0,-3.254238665E-1
1.272895394E1,5.129613280E-1,9.399007797E0,-3.756731451E-1
1.276228728E1,-6.191428751E-2,9.449256897E0,4.890331328E-1
1.279562061E1,-4.429712892E-1,9.372686386E0,-7.112665176E-1
1.282895394E1,9.801599979E-1,9.379864693E0,-3.517449200E-1
1.286228728E1,-3.828516304E-1,9.971489906E0,-3.062812984E-1
1.289562061E1,1.317847013E0,1.104227829E1,-6.825526357E-1
1.292895394E1,-2.943171859E-1,9.298210144E0,4.268197417E-1
1.296228727E1,1.465603858E-1,9.264710426E0,-8.285148144E-1
1.299562061E1,-4.453641176E-1,7.441678524E0,1.513460279E-1
1.302895394E1,1.441675574E-1,8.411968231E0,3.332005441E-1
1.306228727E1,1.441675574E-1,8.411968231E0,3.332005441E-1
1.309562061E1,-6.801598072E-1,6.919445038E0,-2.991028428E-1
1.312895394E1,4.914259613E-1,9.430113792E0,-1.487438321E0
1.316228727E1,1.971685886E0,9.348459244E0,1.281954765E0
