"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.484602129E1,1.684014694E1,7.363811484E1,9.817935387E1,5.230000019E0,2.056640563E2,4.667935614E0,3.469137376E0
1.584600878E1,1.684010057E1,7.363810280E1,9.848031821E1,5.210000038E0,2.003906201E2,4.667935740E0,3.469137206E0
1.684599888E1,1.684006324E1,7.363807393E1,9.891281333E1,5.210000038E0,2.056640564E2,4.667935787E0,3.469137143E0
1.784598875E1,1.684002167E1,7.363804808E1,9.857242026E1,5.210000038E0,2.063671812E2,4.667935853E0,3.469137055E0
1.884597445E1,1.683997527E1,7.363803347E1,9.900070395E1,5.210000038E0,2.014453073E2,4.667935970E0,3.469136898E0
1.984596598E1,1.683993297E1,7.363801137E1,9.892502048E1,5.360000134E0,2.028515568E2,4.667936053E0,3.469136786E0
2.084596062E1,1.683988648E1,7.363798376E1,9.865201050E1,5.670000076E0,2.053124934E2,4.667936133E0,3.469136679E0
2.184595561E1,1.683984380E1,7.363795639E1,9.923007446E1,5.670000076E0,2.070703055E2,4.667936199E0,3.469136589E0
2.284595191E1,1.683980314E1,7.363793302E1,9.884244006E1,5.530000210E0,2.053124936E2,4.667936267E0,3.469136498E0
2.384594727E1,1.683975979E1,7.363791020E1,9.882791369E1,5.530000210E0,2.063671808E2,4.667936352E0,3.469136383E0
2.484594429E1,1.683971970E1,7.363788492E1,9.902414178E1,5.599999905E0,2.081249928E2,4.667936416E0,3.469136297E0
2.584593999E1,1.683967912E1,7.363786529E1,9.891604837E1,5.420000076E0,2.077734306E2,4.667936501E0,3.469136183E0
2.684593785E1,1.683962854E1,7.363784206E1,9.861453523E1,6.019999981E0,2.056640554E2,4.667936602E0,3.469136048E0
2.784593475E1,1.683957651E1,7.363782826E1,9.836752596E1,6.019999981E0,1.975781201E2,4.667936734E0,3.469135869E0
2.884593248E1,1.683953388E1,7.363779363E1,9.804831209E1,6.019999981E0,2.081249923E2,4.667936795E0,3.469135788E0
2.984593010E1,1.683948014E1,7.363777616E1,9.819534572E1,5.949999809E0,2.060156179E2,4.667936935E0,3.469135599E0
3.084592700E1,1.683944563E1,7.363773792E1,9.879056028E1,5.639999866E0,2.130468666E2,4.667936942E0,3.469135589E0
3.184592557E1,1.683939905E1,7.363771873E1,9.881491330E1,5.639999866E0,2.070703055E2,4.667937038E0,3.469135461E0
3.284592366E1,1.683936469E1,7.363765194E1,9.883536008E1,5.639999866E0,2.253515516E2,4.667936958E0,3.469135568E0
3.384592092E1,1.683931105E1,7.363763019E1,9.773752941E1,6.476068889E0,2.168329772E2,4.909953071E0,3.117193910E0
3.484591877E1,1.683928022E1,7.363761054E1,9.836168998E1,5.308591836E0,2.127608564E2,4.960875316E0,3.035498827E0
3.584591734E1,1.683924050E1,7.363755322E1,9.795489916E1,6.007396731E0,2.205737119E2,4.922320961E0,3.097627058E0
3.684591651E1,1.683918661E1,7.363751209E1,9.837358043E1,5.948332428E0,2.197272188E2,4.892055303E0,3.145207775E0
3.784591472E1,1.683914013E1,7.363746696E1,9.864198464E1,6.306477463E0,2.232731925E2,4.878524892E0,3.166154119E0
3.884591317E1,1.683910154E1,7.363742571E1,9.912515819E1,6.762698596E0,2.251632177E2,4.808970569E0,3.270831561E0
3.984591246E1,1.683905879E1,7.363737411E1,9.896270431E1,6.757855586E0,2.255336168E2,4.805570138E0,3.275825496E0
4.084591162E1,1.683902280E1,7.363733670E1,9.937301470E1,6.341867540E0,2.256107692E2,4.803171771E0,3.279341088E0
4.184591079E1,1.683897862E1,7.363729444E1,9.831868178E1,6.497520648E0,2.264606857E2,4.807206482E0,3.273423724E0
4.284590960E1,1.683893500E1,7.363724356E1,9.736909486E1,6.886632243E0,2.284476669E2,4.805241350E0,3.276307770E0
4.384590924E1,1.683889088E1,7.363719912E1,9.727397930E1,6.990266790E0,2.281672567E2,4.795724149E0,3.290222928E0
4.484590888E1,1.683885012E1,7.363716633E1,9.894725906E1,6.440599606E0,2.271204687E2,4.786607021E0,3.303472455E0
4.584590769E1,1.683881636E1,7.363711466E1,9.794385276E1,6.468909076E0,2.323992467E2,4.781299356E0,3.311149876E0
4.684590638E1,1.683876879E1,7.363706755E1,9.900246867E1,6.784060488E0,2.302140247E2,4.780221010E0,3.312706465E0
4.784590614E1,1.683872453E1,7.363702073E1,9.931327529E1,6.902316620E0,2.286018439E2,4.774120769E0,3.321491822E0
4.884590578E1,1.683869217E1,7.363697344E1,9.994520901E1,6.423618726E0,2.306744224E2,4.767140256E0,3.331502785E0
4.984590518E1,1.683863872E1,7.363692242E1,1.000048194E2,7.400317343E0,2.278267704E2,4.764791177E0,3.334861628E0
5.084590530E1,1.683859694E1,7.363688545E1,9.865610446E1,6.752987923E0,2.252522117E2,4.764137773E0,3.335795004E0
5.184590459E1,1.683855868E1,7.363683881E1,9.858633412E1,6.511046229E0,2.272921852E2,4.763986670E0,3.336010798E0
5.284590423E1,1.683852331E1,7.363679568E1,9.839088844E1,6.318145070E0,2.279595793E2,4.762420629E0,3.338246064E0
5.384590364E1,1.683848465E1,7.363675180E1,9.891856180E1,6.256607179E0,2.276446971E2,4.757744277E0,3.344907537E0
5.484590387E1,1.683844237E1,7.363670350E1,9.879003238E1,6.616261054E0,2.278585810E2,4.754969976E0,3.348850184E0
5.584590399E1,1.683839845E1,7.363665673E1,9.925206390E1,6.890086125E0,2.272885892E2,4.754257966E0,3.349860926E0
5.684590364E1,1.683835424E1,7.363661541E1,9.811204976E1,6.752153883E0,2.255639199E2,4.753943550E0,3.350307113E0
5.784590375E1,1.683831358E1,7.363656368E1,9.742949291E1,6.924491128E0,2.287342013E2,4.749412633E0,3.356727078E0
5.884590328E1,1.683826598E1,7.363651171E1,9.876575981E1,7.301233315E0,2.277177449E2,4.747866240E0,3.358913991E0
5.984590316E1,1.683822361E1,7.363645875E1,9.957302337E1,7.414953335E0,2.290575624E2,4.751215946E0,3.354174125E0
6.084590304E1,1.683818051E1,7.363640413E1,9.887763503E1,7.459332667E0,2.292464729E2,4.755032760E0,3.348761037E0
6.184590292E1,1.683813449E1,7.363634773E1,9.936078182E1,7.562025908E0,2.295576433E2,4.768043230E0,3.330210322E0
6.284590352E1,1.683809626E1,7.363630048E1,9.961147617E1,7.150002163E0,2.302947970E2,4.777393649E0,3.316782620E0
6.384590375E1,1.683806453E1,7.363625514E1,1.008676040E2,6.647742311E0,2.316980376E2,4.756844504E0,3.346186994E0
6.484590316E1,1.683802529E1,7.363620454E1,9.989523585E1,6.851202307E0,2.320151831E2,4.758146366E0,3.344335538E0
6.584590328E1,1.683798340E1,7.363615252E1,1.001169643E2,7.085940743E0,2.313184623E2,4.761481087E0,3.339586036E0
6.684590423E1,1.683794399E1,7.363609910E1,1.006323221E2,7.275104088E0,2.313928286E2,4.760502906E0,3.340980262E0
6.784590328E1,1.683790332E1,7.363604703E1,1.011226617E2,7.366538119E0,2.307378243E2,4.757416474E0,3.345373750E0
6.884590387E1,1.683786431E1,7.363599199E1,1.008390330E2,7.552117427E0,2.322134581E2,4.757666958E0,3.345017512E0
6.984590435E1,1.683782260E1,7.363593294E1,1.005925812E2,7.743126253E0,2.324287426E2,4.756798542E0,3.346252331E0
7.084590411E1,1.683778089E1,7.363588409E1,1.002861825E2,7.292974964E0,2.308524827E2,4.757282250E0,3.345564620E0
7.184590447E1,1.683775314E1,7.363584829E1,1.001326361E2,5.821348574E0,2.308324333E2,4.752027113E0,3.353024806E0
7.284590447E1,1.683773294E1,7.363582039E1,9.982983221E1,4.444689735E0,2.311322803E2,4.751461825E0,3.353825809E0
7.384590459E1,1.683771936E1,7.363580852E1,9.930783616E1,3.212114857E0,2.283612647E2,4.752312165E0,3.352620784E0
7.484590542E1,1.683770067E1,7.363580057E1,9.966258007E1,2.442726116E0,2.208876473E2,4.753843115E0,3.350449622E0
7.584590507E1,1.683768349E1,7.363578154E1,1.002301308E2,2.685910015E0,2.232755790E2,4.758523249E0,3.343799265E0
7.684590471E1,1.683766933E1,7.363576032E1,1.003691656E2,2.754542887E0,2.284353131E2,4.767480717E0,3.331015557E0
7.784590614E1,1.683766126E1,7.363571788E1,1.000731626E2,3.577050119E0,2.407498287E2,4.758837743E0,3.343351667E0
7.884590626E1,1.683764059E1,7.363568106E1,9.986769414E1,4.129714491E0,2.388056150E2,4.757235758E0,3.345630729E0
7.984590673E1,1.683761669E1,7.363564016E1,9.983691022E1,4.720388885E0,2.370794238E2,4.756735758E0,3.346341578E0
8.084590709E1,1.683758524E1,7.363559264E1,9.978713622E1,5.593286478E0,2.363939318E2,4.755100433E0,3.348664944E0
8.184590673E1,1.683755475E1,7.363553949E1,1.002179989E2,6.197817212E0,2.374690040E2,4.754035993E0,3.350175938E0
8.284590745E1,1.683752285E1,7.363548328E1,9.946383032E1,6.508048342E0,2.382092322E2,4.751253183E0,3.354121378E0
8.384590900E1,1.683749316E1,7.363543143E1,9.828719672E1,6.323331057E0,2.385902271E2,4.752682261E0,3.352096114E0
8.484590948E1,1.683746504E1,7.363538518E1,9.853948082E1,6.021160991E0,2.374845551E2,4.755688159E0,3.347830218E0
8.584590745E1,1.683743443E1,7.363533978E1,9.850107103E1,6.044263183E0,2.359005291E2,4.749564631E0,3.356512006E0
8.684590757E1,1.683741520E1,7.363530064E1,9.915108580E1,5.373799498E0,2.407771775E2,4.750872761E0,3.354660198E0
8.784590888E1,1.683738323E1,7.363523849E1,9.942169111E1,6.360545036E0,2.404448026E2,4.751295286E0,3.354061737E0
8.884590924E1,1.683734074E1,7.363517073E1,9.790896876E1,7.527132832E0,2.375397455E2,4.752202036E0,3.352776885E0
8.984591019E1,1.683730477E1,7.363510895E1,9.864293374E1,7.726154042E0,2.378001620E2,4.754169130E0,3.349987002E0
9.084590960E1,1.683726482E1,7.363504011E1,9.851399854E1,8.150497342E0,2.379694676E2,4.758097381E0,3.344405231E0
9.184590971E1,1.683722043E1,7.363496782E1,9.666157683E1,8.804316620E0,2.370648132E2,4.757088768E0,3.345839727E0
9.284591007E1,1.683717103E1,7.363489869E1,9.736592486E1,9.004728108E0,2.349000165E2,4.756098837E0,3.347246762E0
9.384591079E1,1.683711987E1,7.363483338E1,9.757554787E1,9.029177643E0,2.326316631E2,4.755065293E0,3.348714842E0
9.484591115E1,1.683706574E1,7.363475720E1,9.637328076E1,9.442608193E0,2.331278551E2,4.755823771E0,3.347637569E0
9.584591138E1,1.683701907E1,7.363469441E1,9.729061758E1,9.010983967E0,2.339041915E2,4.756550676E0,3.346604652E0
9.684591091E1,1.683697872E1,7.363462590E1,9.650646406E1,8.683001023E0,2.379222105E2,4.756453801E0,3.346742338E0
9.784591174E1,1.683694884E1,7.363455406E1,9.680783164E1,8.450658299E0,2.439820399E2,4.757115416E0,3.345801840E0
9.884591222E1,1.683693357E1,7.363448762E1,9.663784420E1,7.598122909E0,2.511859950E2,4.759837936E0,3.341927566E0
9.984591210E1,1.683692087E1,7.363442092E1,9.671316652E1,7.182985909E0,2.559637818E2,4.755102511E0,3.348661994E0
1.008459129E2,1.683690709E1,7.363435948E1,9.721237825E1,6.955230090E0,2.566830460E2,4.763018829E0,3.337392495E0
1.018459125E2,1.683689481E1,7.363430084E1,9.709628237E1,6.771678779E0,2.571680862E2,4.768641929E0,3.329352968E0
1.028459126E2,1.683688086E1,7.363423756E1,9.850332527E1,6.836039157E0,2.565968241E2,4.779738163E0,3.313403103E0
1.038459131E2,1.683686427E1,7.363416700E1,9.836082242E1,7.127489659E0,2.561665586E2,4.772308628E0,3.324094973E0
1.048459141E2,1.683684877E1,7.363410222E1,9.882797261E1,7.124999747E0,2.552405872E2,4.772283348E0,3.324131268E0
1.058459145E2,1.683683493E1,7.363403702E1,9.880479596E1,7.106513450E0,2.560211930E2,4.776814871E0,3.317616120E0
1.068459146E2,1.683682132E1,7.363396665E1,9.869246190E1,7.157070760E0,2.573610932E2,4.774805670E0,3.320507167E0
1.078459151E2,1.683680410E1,7.363390604E1,9.951141142E1,6.959672595E0,2.561319911E2,4.770746545E0,3.326336489E0
1.088459153E2,1.683678961E1,7.363384556E1,9.893370711E1,6.974569699E0,2.561608268E2,4.790540411E0,3.297765850E0
1.098459147E2,1.683677577E1,7.363377978E1,9.923971465E1,7.066244630E0,2.566205802E2,4.823059575E0,3.250020518E0
1.108459158E2,1.683675933E1,7.363372053E1,9.984925935E1,6.906885992E0,2.563025968E2,4.807380278E0,3.273168479E0
1.118459163E2,1.683674152E1,7.363365006E1,9.957649680E1,7.467116823E0,2.552481802E2,4.812653682E0,3.265409862E0
1.128459162E2,1.683674008E1,7.363358323E1,9.960654669E1,7.334557690E0,2.604346580E2,4.817611885E0,3.258090354E0
1.138459167E2,1.683673238E1,7.363351432E1,9.825533856E1,7.419091611E0,2.607828727E2,4.824214767E0,3.248305546E0
1.148459171E2,1.683671302E1,7.363344438E1,9.878160001E1,7.547322349E0,2.579346245E2,4.817507760E0,3.258244315E0
1.158459179E2,1.683670250E1,7.363338237E1,1.003419620E2,7.471035419E0,2.570409820E2,4.818101482E0,3.257366290E0
1.168459183E2,1.683670201E1,7.363331022E1,1.007543574E2,7.544154296E0,2.604072476E2,4.811852911E0,3.266589750E0
1.178459185E2,1.683668961E1,7.363325180E1,1.012511726E2,6.835352920E0,2.587416821E2,4.800547214E0,3.283181914E0
1.188459181E2,1.683666904E1,7.363316856E1,1.010786620E2,7.691655931E0,2.585336552E2,4.796291178E0,3.289396292E0
1.198459187E2,1.683664776E1,7.363309721E1,1.003964549E2,7.912317101E0,2.545178992E2,4.790586646E0,3.297698685E0
1.208459188E2,1.683664167E1,7.363302141E1,1.017446368E2,7.997520042E0,2.581609304E2,4.786799076E0,3.303194157E0
1.218459198E2,1.683662376E1,7.363295485E1,1.023430550E2,7.624212139E0,2.557858889E2,4.783816998E0,3.307511446E0
1.228459198E2,1.683660629E1,7.363288436E1,1.028841710E2,7.629676478E0,2.558404211E2,4.784150811E0,3.307028584E0
1.238459204E2,1.683658334E1,7.363281864E1,1.019224918E2,7.457621891E0,2.529309981E2,4.778937040E0,3.314558462E0
1.248459207E2,1.683656525E1,7.363274641E1,1.017421611E2,7.539732421E0,2.536722780E2,4.776993870E0,3.317358377E0
1.258459210E2,1.683654213E1,7.363267370E1,1.025610601E2,7.785416314E0,2.529540736E2,4.775624856E0,3.319328889E0
1.268459222E2,1.683652340E1,7.363260319E1,1.030194918E2,7.617621561E0,2.540223303E2,4.769180039E0,3.328582099E0
1.278459221E2,1.683649973E1,7.363253720E1,1.020623235E2,7.629969801E0,2.528465542E2,4.772260140E0,3.324164585E0
1.288459226E2,1.683647430E1,7.363247210E1,1.015340719E2,7.690589436E0,2.503745867E2,4.770683725E0,3.326426586E0
1.298459227E2,1.683645068E1,7.363240271E1,1.021205714E2,7.748186380E0,2.503405992E2,4.771940057E0,3.324624058E0
1.308459229E2,1.683642014E1,7.363233487E1,1.016803946E2,7.850470766E0,2.473106178E2,4.774552169E0,3.320871665E0
1.318459238E2,1.683638144E1,7.363226666E1,1.027326114E2,7.925316345E0,2.439316965E2,4.759050310E0,3.343049084E0
1.328455837E2,1.683634059E1,7.363220597E1,1.016610089E2,7.902581647E0,2.397766996E2,4.755440038E0,3.348182653E0
1.338455759E2,1.683630798E1,7.363215165E1,1.018191444E2,7.473798061E0,2.368628433E2,4.756990264E0,3.345979776E0
1.348455731E2,1.683625931E1,7.363210482E1,1.027862950E2,7.287878893E0,2.298010118E2,4.760285454E0,3.341290084E0
1.358455682E2,1.683619831E1,7.363206793E1,1.028328317E2,7.369342711E0,2.197803904E2,4.769248531E0,3.328483962E0
1.368455691E2,1.683613758E1,7.363205000E1,1.028292596E2,7.280130505E0,2.090093159E2,4.757982110E0,3.344569220E0
1.378455747E2,1.683606980E1,7.363202942E1,1.031950779E2,7.503983315E0,2.018739536E2,4.758328236E0,3.344076768E0
1.388455772E2,1.683600253E1,7.363201419E1,1.032056204E2,7.606231250E0,1.963460113E2,4.759709442E0,3.342110569E0
1.398455738E2,1.683592856E1,7.363199972E1,1.033514891E2,7.813512340E0,1.930368479E2,4.759439075E0,3.342495583E0
1.408455778E2,1.683585630E1,7.363198705E1,1.035909554E2,7.995190345E0,1.912730603E2,4.754953765E0,3.348873202E0
1.418455756E2,1.683578160E1,7.363197147E1,1.034747326E2,8.149811319E0,1.908613046E2,4.757701221E0,3.344968778E0
1.428455753E2,1.683570592E1,7.363195691E1,1.043188437E2,8.284181426E0,1.902721560E2,4.762367605E0,3.338321708E0
1.438455817E2,1.683563126E1,7.363194971E1,1.044650279E2,8.317335190E0,1.882396570E2,4.758729821E0,3.343505275E0
1.448455820E2,1.683555739E1,7.363194359E1,1.055075036E2,8.218325654E0,1.864471961E2,4.758849314E0,3.343335197E0
1.458455843E2,1.683548862E1,7.363193668E1,1.063696425E2,7.946137754E0,1.864914302E2,4.758312389E0,3.344099316E0
1.468455902E2,1.683541992E1,7.363192763E1,1.075684111E2,7.734980449E0,1.874782164E2,4.760723166E0,3.340666397E0
1.478455960E2,1.683534961E1,7.363191939E1,1.072771730E2,7.731764905E0,1.873227389E2,4.766335034E0,3.332654704E0
1.488456014E2,1.683528486E1,7.363190627E1,1.060349394E2,7.602108559E0,1.892227041E2,4.776719339E0,3.317753666E0
1.498456056E2,1.683522077E1,7.363188389E1,1.062521742E2,7.479246852E0,1.938567440E2,4.778286341E0,3.315496445E0
1.508456103E2,1.683515493E1,7.363185360E1,1.058476179E2,7.537736711E0,1.987875475E2,4.779523672E0,3.313712495E0
1.518456146E2,1.683509702E1,7.363182011E1,1.064662019E2,7.379793174E0,2.046122606E2,4.780799928E0,3.311870934E0
1.528456186E2,1.683505395E1,7.363177036E1,1.070681190E2,7.106289316E0,2.164609198E2,4.772085731E0,3.324414958E0
1.538456221E2,1.683501882E1,7.363171479E1,1.077029492E2,6.887127113E0,2.253555245E2,4.768770122E0,3.329169349E0
1.548456264E2,1.683498695E1,7.363166952E1,1.081069240E2,6.346678577E0,2.289539005E2,4.764701577E0,3.334989642E0
1.558456297E2,1.683496410E1,7.363163008E1,1.080855031E2,5.791225757E0,2.332533266E2,4.771887548E0,3.324699424E0
1.568456334E2,1.683494478E1,7.363158217E1,1.092957211E2,5.580919853E0,2.386517812E2,4.765050294E0,3.334491374E0
1.578456367E2,1.683491522E1,7.363152765E1,1.089983842E2,5.933552947E0,2.394326647E2,4.761004917E0,3.340264841E0
1.588456395E2,1.683488625E1,7.363147257E1,1.093662492E2,6.263915787E0,2.383108582E2,4.758779903E0,3.343433993E0
1.598456424E2,1.683485391E1,7.363142314E1,1.104048639E2,6.390425396E0,2.363217235E2,4.762279273E0,3.338447717E0
1.608456455E2,1.683481835E1,7.363137628E1,1.109098066E2,6.505194443E0,2.340901667E2,4.762792274E0,3.337715804E0
1.618456479E2,1.683478419E1,7.363131015E1,1.112106073E2,7.058325075E0,2.379154571E2,4.761661169E0,3.339329266E0
1.628456509E2,1.683475411E1,7.363124921E1,1.115882256E2,7.150613451E0,2.399963059E2,4.766222565E0,3.332815550E0
1.638456528E2,1.683471954E1,7.363120163E1,1.130177871E2,6.805182074E0,2.390597134E2,4.776396987E0,3.318217723E0
1.648456552E2,1.683468751E1,7.363115791E1,1.129906402E2,6.431204730E0,2.386236832E2,4.807158700E0,3.273493893E0
1.658456587E2,1.683465327E1,7.363111602E1,1.129181450E2,6.266413122E0,2.364741455E2,4.806634037E0,3.274264232E0
1.668456603E2,1.683461793E1,7.363106763E1,1.135685785E2,6.295739747E0,2.358587929E2,4.816596618E0,3.259591086E0
1.678456626E2,1.683458089E1,7.363102574E1,1.144054496E2,6.229610917E0,2.340256959E2,4.804666882E0,3.277150162E0
1.688456645E2,1.683455283E1,7.363096888E1,1.152158309E2,6.339501439E0,2.403828469E2,4.786479379E0,3.303657395E0
1.698456674E2,1.683452527E1,7.363091212E1,1.140364983E2,6.381240550E0,2.442488047E2,4.784342039E0,3.306751923E0
1.708456677E2,1.683450256E1,7.363085826E1,1.153309701E2,6.390686174E0,2.477588149E2,4.780753985E0,3.311937252E0
1.718456705E2,1.683448677E1,7.363080318E1,1.153377748E2,6.291286461E0,2.517050211E2,4.779559399E0,3.313660964E0
1.728456714E2,1.683447140E1,7.363074134E1,1.140717719E2,6.748446871E0,2.540225253E2,4.779757807E0,3.313374766E0
1.738456737E2,1.683445006E1,7.363068060E1,1.138492620E2,7.094042470E0,2.521160833E2,4.790481083E0,3.297852032E0
1.748456756E2,1.683442704E1,7.363063458E1,1.146873175E2,6.480547314E0,2.480965409E2,4.804768684E0,3.277000903E0
1.758456777E2,1.683440028E1,7.363057822E1,1.157344730E2,6.393961111E0,2.473664143E2,4.838128700E0,3.227545153E0
1.768456783E2,1.683436909E1,7.363053310E1,1.163280810E2,6.175227588E0,2.437426426E2,4.885590954E0,3.155239778E0
1.778456807E2,1.683435615E1,7.363047393E1,1.159778547E2,6.123774526E0,2.464519863E2,4.800883097E0,3.282690745E0
1.788456818E2,1.683432729E1,7.363042384E1,1.164707705E2,6.128615089E0,2.453185586E2,4.795166796E0,3.291035161E0
1.798456836E2,1.683430919E1,7.363036748E1,1.168103585E2,6.212424612E0,2.475257642E2,4.788937874E0,3.300092585E0
1.808456843E2,1.683428764E1,7.363030653E1,1.161518649E2,6.559139658E0,2.496772487E2,4.782522144E0,3.309383473E0
1.818456855E2,1.683429268E1,7.363025690E1,1.165361174E2,6.177293408E0,2.545651624E2,4.773218578E0,3.322788203E0
1.828456876E2,1.683427930E1,7.363019878E1,1.168960992E2,6.366748446E0,2.548811746E2,4.769563421E0,3.328032723E0
1.838456889E2,1.683426627E1,7.363014186E1,1.168891508E2,6.357748023E0,2.544214889E2,4.769230042E0,3.328510453E0
1.848456899E2,1.683425361E1,7.363008464E1,1.178565276E2,6.311257508E0,2.540263482E2,4.771254362E0,3.325608041E0
1.858456910E2,1.683423724E1,7.363002840E1,1.182224709E2,6.264710734E0,2.527562935E2,4.774871251E0,3.320412862E0
1.868456928E2,1.683422049E1,7.362997193E1,1.180452255E2,6.336339923E0,2.509856496E2,4.784579536E0,3.306408278E0
1.878456938E2,1.683419260E1,7.362991224E1,1.185078870E2,6.417707519E0,2.481856153E2,4.782848589E0,3.308911665E0
1.888456950E2,1.683417177E1,7.362986452E1,1.187969474E2,6.148897892E0,2.441381712E2,4.785882034E0,3.304522687E0
1.898456968E2,1.683414328E1,7.362982119E1,1.186472376E2,5.803506696E0,2.390568252E2,4.777102587E0,3.317201818E0
1.908456980E2,1.683409396E1,7.362978479E1,1.199241376E2,5.842695106E0,2.261063382E2,4.772282208E0,3.324132904E0
1.918456993E2,1.683405478E1,7.362974897E1,1.198624567E2,5.810828366E0,2.225199731E2,4.775764179E0,3.319128431E0
1.928456994E2,1.683401419E1,7.362969996E1,1.202477340E2,5.985377403E0,2.256509540E2,4.776124552E0,3.318609844E0
1.938457007E2,1.683397873E1,7.362965132E1,1.203172559E2,6.075705607E0,2.277344147E2,4.777958683E0,3.315968615E0
1.948457018E2,1.683395383E1,7.362960443E1,1.203973465E2,6.178647656E0,2.344550917E2,4.775734809E0,3.319170689E0
1.958457038E2,1.683393796E1,7.362954520E1,1.202824238E2,6.316957509E0,2.459817885E2,4.768675084E0,3.329305479E0
1.968457048E2,1.683392922E1,7.362948314E1,1.203942018E2,6.307056506E0,2.536302766E2,4.768195880E0,3.329991755E0
1.978457053E2,1.683392530E1,7.362942578E1,1.204171177E2,6.233356558E0,2.589594180E2,4.770946733E0,3.326049354E0
1.988457065E2,1.683393066E1,7.362937295E1,1.204918358E2,5.922572370E0,2.638887903E2,4.772457807E0,3.323880791E0
1.998457073E2,1.683393475E1,7.362931884E1,1.202971844E2,5.667718230E0,2.697000416E2,4.774474217E0,3.320983738E0
2.008457092E2,1.683394643E1,7.362926710E1,1.205005695E2,5.474841531E0,2.753948547E2,4.780653633E0,3.312082106E0
2.018457096E2,1.683396596E1,7.362921568E1,1.204269569E2,5.526744539E0,2.830885852E2,4.784477870E0,3.306555389E0
2.028457100E2,1.683399088E1,7.362916402E1,1.204478024E2,5.785389854E0,2.888878530E2,4.774744335E0,3.320595363E0
2.038457117E2,1.683401913E1,7.362911180E1,1.206660599E2,6.109818603E0,2.933924960E2,4.770775081E0,3.326295561E0
2.048457122E2,1.683404769E1,7.362906186E1,1.211814891E2,6.127329449E0,2.958607434E2,4.770170876E0,3.327161981E0
2.058457140E2,1.683407231E1,7.362901494E1,1.216583638E2,6.109487403E0,2.979300553E2,4.769427162E0,3.328227994E0
2.068457150E2,1.683410394E1,7.362896929E1,1.223255905E2,6.006700561E0,3.004909206E2,4.769066591E0,3.328744641E0
2.078457156E2,1.683413619E1,7.362892769E1,1.229690140E2,5.840168423E0,3.040266409E2,4.771050663E0,3.325900270E0
2.088457164E2,1.683416936E1,7.362888743E1,1.235902387E2,5.687613068E0,3.056180669E2,4.772233564E0,3.324202738E0
2.098457175E2,1.683420143E1,7.362884423E1,1.241944715E2,5.676909300E0,3.058995166E2,4.772013495E0,3.324518648E0
2.108457186E2,1.683423416E1,7.362880109E1,1.245666345E2,5.732750851E0,3.063642661E2,4.771928461E0,3.324640701E0
2.118457193E2,1.683426760E1,7.362876029E1,1.249764621E2,5.755902870E0,3.074371767E2,4.772762368E0,3.323443458E0
2.128457205E2,1.683430522E1,7.362871805E1,1.252174793E2,5.953383429E0,3.091191241E2,4.772768071E0,3.323435267E0
2.138457223E2,1.683434352E1,7.362867636E1,1.255193634E2,6.090764679E0,3.103491660E2,4.772922342E0,3.323213708E0
