"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.797378541E2,-6.699903309E-2,6.958328247E0,3.302095175E0
7.797586976E2,1.485942841E0,6.618547440E0,5.917450428E0
7.797795411E2,5.982056633E-2,7.171289444E0,6.257231236E0
7.798004151E2,1.081555843E0,8.106883049E0,5.419743061E0
7.798212586E2,8.590233326E-1,6.044270039E0,7.511070251E0
7.798421021E2,1.648654819E0,6.869793892E0,9.619147301E0
7.798629456E2,1.093519926E0,7.824530125E0,7.319644451E0
7.798838196E2,2.024327993E0,6.908079147E0,5.575276852E0
7.799046631E2,1.648654819E0,6.994220734E0,9.722038269E0
7.799255372E2,1.464407444E0,7.147361279E0,1.076291656E1
7.799463807E2,2.617748022E0,5.938985825E0,8.695517540E0
7.799672547E2,1.036092162E0,6.903293133E0,6.159125328E0
7.799880982E2,1.971685886E0,8.181060791E0,7.001399040E0
7.800089417E2,6.173482537E-1,7.068397999E0,4.374079704E0
7.800298157E2,1.016949654E0,6.678368092E0,6.805187702E0
7.800506592E2,3.022135019E0,7.946564198E0,9.449256897E0
7.800715027E2,1.275374413E0,8.231309891E0,9.186046600E0
7.800923462E2,2.199003935E0,7.070790768E0,7.719245911E0
7.801131897E2,5.814558864E-1,6.764509678E0,7.707281590E0
7.801340333E2,1.770688772E0,7.944170952E0,6.824330330E0
7.801549073E2,7.752745152E-1,8.216953278E0,2.902493954E0
7.801757508E2,1.208375454E0,7.908278942E0,5.412564754E0
7.801965943E2,1.500299811E0,6.936792850E0,6.484549522E0
7.802174378E2,1.392622828E0,7.903493404E0,5.898307800E0
7.802383118E2,9.930213690E-1,7.965706348E0,3.335594654E0
7.802591553E2,7.704889178E-1,8.863015175E0,5.802595139E0
7.802800293E2,8.015955687E-1,5.405386448E0,6.254838467E0
7.803008729E2,1.478764415E0,7.049255371E0,6.209374905E0
7.803217164E2,1.433300734E0,7.862815380E0,6.726224422E0
7.803425599E2,2.074577332E0,6.917650223E0,9.781859398E0
7.803634034E2,1.201196909E0,6.527620316E0,8.752944946E0
7.803842469E2,9.427721500E-1,8.190631866E0,6.496513367E0
